IDTIPOORGPOLITICA;TXTIPOORGPOLITICA;IDORGPOLITICA;TXORGPOLITICA;TXUBIGEO
23;Senador;00000024;CUANDO PASE EL TEMBLOR;000000
23;Senador;00000024;CUANDO PASE EL TEMBLOR;000000
23;Senador;00000024;CUANDO PASE EL TEMBLOR;000000
23;Senador;00000024;CUANDO PASE EL TEMBLOR;000000
23;Senador;00000024;CUANDO PASE EL TEMBLOR;000000
23;Senador;00000024;CUANDO PASE EL TEMBLOR;000000
23;Senador;00000024;CUANDO PASE EL TEMBLOR;000000
23;Senador;00000024;CUANDO PASE EL TEMBLOR;000000
23;Senador;00000024;CUANDO PASE EL TEMBLOR;000000
23;Senador;00000024;CUANDO PASE EL TEMBLOR;000000
23;Senador;00000024;CUANDO PASE EL TEMBLOR;000000
23;Senador;00000024;CUANDO PASE EL TEMBLOR;000000
23;Senador;00000024;CUANDO PASE EL TEMBLOR;000000
23;Senador;00000024;CUANDO PASE EL TEMBLOR;000000
23;Senador;00000024;CUANDO PASE EL TEMBLOR;000000
23;Senador;00000024;CUANDO PASE EL TEMBLOR;000000
23;Senador;00000024;CUANDO PASE EL TEMBLOR;000000
23;Senador;00000025;CREEMOS EN HECHOS Y NO EN PALABRAS;000000
23;Senador;00000025;CREEMOS EN HECHOS Y NO EN PALABRAS;000000
23;Senador;00000025;CREEMOS EN HECHOS Y NO EN PALABRAS;000000
23;Senador;00000025;CREEMOS EN HECHOS Y NO EN PALABRAS;000000
23;Senador;00000025;CREEMOS EN HECHOS Y NO EN PALABRAS;000000
23;Senador;00000025;CREEMOS EN HECHOS Y NO EN PALABRAS;000000
23;Senador;00000025;CREEMOS EN HECHOS Y NO EN PALABRAS;000000
23;Senador;00000025;CREEMOS EN HECHOS Y NO EN PALABRAS;000000
23;Senador;00000025;CREEMOS EN HECHOS Y NO EN PALABRAS;000000
23;Senador;00000025;CREEMOS EN HECHOS Y NO EN PALABRAS;000000
23;Senador;00000025;CREEMOS EN HECHOS Y NO EN PALABRAS;000000
23;Senador;00000025;CREEMOS EN HECHOS Y NO EN PALABRAS;000000
23;Senador;00000025;CREEMOS EN HECHOS Y NO EN PALABRAS;000000
23;Senador;00000025;CREEMOS EN HECHOS Y NO EN PALABRAS;000000
23;Senador;00000025;CREEMOS EN HECHOS Y NO EN PALABRAS;000000
23;Senador;00000025;CREEMOS EN HECHOS Y NO EN PALABRAS;000000
23;Senador;00000025;CREEMOS EN HECHOS Y NO EN PALABRAS;000000
23;Senador;00000025;CREEMOS EN HECHOS Y NO EN PALABRAS;000000
23;Senador;00000025;CREEMOS EN HECHOS Y NO EN PALABRAS;000000
23;Senador;00000025;CREEMOS EN HECHOS Y NO EN PALABRAS;000000
23;Senador;00000025;CREEMOS EN HECHOS Y NO EN PALABRAS;000000
23;Senador;00000025;CREEMOS EN HECHOS Y NO EN PALABRAS;000000
23;Senador;00000025;CREEMOS EN HECHOS Y NO EN PALABRAS;000000
23;Senador;00000025;CREEMOS EN HECHOS Y NO EN PALABRAS;000000
23;Senador;00000025;CREEMOS EN HECHOS Y NO EN PALABRAS;000000
23;Senador;00000025;CREEMOS EN HECHOS Y NO EN PALABRAS;000000
23;Senador;00000025;CREEMOS EN HECHOS Y NO EN PALABRAS;000000
23;Senador;00000025;CREEMOS EN HECHOS Y NO EN PALABRAS;000000
23;Senador;00000025;CREEMOS EN HECHOS Y NO EN PALABRAS;000000
23;Senador;00000025;CREEMOS EN HECHOS Y NO EN PALABRAS;000000
23;Senador;00000025;CREEMOS EN HECHOS Y NO EN PALABRAS;000000
23;Senador;00000025;CREEMOS EN HECHOS Y NO EN PALABRAS;000000
23;Senador;00000025;CREEMOS EN HECHOS Y NO EN PALABRAS;000000
23;Senador;00000025;CREEMOS EN HECHOS Y NO EN PALABRAS;000000
23;Senador;00000025;CREEMOS EN HECHOS Y NO EN PALABRAS;000000
23;Senador;00000025;CREEMOS EN HECHOS Y NO EN PALABRAS;000000
23;Senador;00000025;CREEMOS EN HECHOS Y NO EN PALABRAS;000000
23;Senador;00000025;CREEMOS EN HECHOS Y NO EN PALABRAS;000000
23;Senador;00000025;CREEMOS EN HECHOS Y NO EN PALABRAS;000000
23;Senador;00000025;CREEMOS EN HECHOS Y NO EN PALABRAS;000000
23;Senador;00000025;CREEMOS EN HECHOS Y NO EN PALABRAS;000000
23;Senador;00000025;CREEMOS EN HECHOS Y NO EN PALABRAS;000000
23;Senador;00000025;CREEMOS EN HECHOS Y NO EN PALABRAS;000000
23;Senador;00000025;CREEMOS EN HECHOS Y NO EN PALABRAS;000000
23;Senador;00000025;CREEMOS EN HECHOS Y NO EN PALABRAS;000000
23;Senador;00000025;CREEMOS EN HECHOS Y NO EN PALABRAS;000000
23;Senador;00000025;CREEMOS EN HECHOS Y NO EN PALABRAS;000000
23;Senador;00000025;CREEMOS EN HECHOS Y NO EN PALABRAS;000000
23;Senador;00000025;CREEMOS EN HECHOS Y NO EN PALABRAS;000000
23;Senador;00000025;CREEMOS EN HECHOS Y NO EN PALABRAS;000000
23;Senador;00000025;CREEMOS EN HECHOS Y NO EN PALABRAS;000000
23;Senador;00000025;CREEMOS EN HECHOS Y NO EN PALABRAS;000000
23;Senador;00000025;CREEMOS EN HECHOS Y NO EN PALABRAS;000000
23;Senador;00000025;CREEMOS EN HECHOS Y NO EN PALABRAS;000000
23;Senador;00000025;CREEMOS EN HECHOS Y NO EN PALABRAS;000000
23;Senador;00000025;CREEMOS EN HECHOS Y NO EN PALABRAS;000000
23;Senador;00000025;CREEMOS EN HECHOS Y NO EN PALABRAS;000000
23;Senador;00000025;CREEMOS EN HECHOS Y NO EN PALABRAS;000000
23;Senador;00000025;CREEMOS EN HECHOS Y NO EN PALABRAS;000000
23;Senador;00000025;CREEMOS EN HECHOS Y NO EN PALABRAS;000000
23;Senador;00000025;CREEMOS EN HECHOS Y NO EN PALABRAS;000000
23;Senador;00000025;CREEMOS EN HECHOS Y NO EN PALABRAS;000000
23;Senador;00000025;CREEMOS EN HECHOS Y NO EN PALABRAS;000000
23;Senador;00000025;CREEMOS EN HECHOS Y NO EN PALABRAS;000000
23;Senador;00000025;CREEMOS EN HECHOS Y NO EN PALABRAS;000000
23;Senador;00000025;CREEMOS EN HECHOS Y NO EN PALABRAS;000000
23;Senador;00000025;CREEMOS EN HECHOS Y NO EN PALABRAS;000000
23;Senador;00000025;CREEMOS EN HECHOS Y NO EN PALABRAS;000000
23;Senador;00000025;CREEMOS EN HECHOS Y NO EN PALABRAS;000000
23;Senador;00000025;CREEMOS EN HECHOS Y NO EN PALABRAS;000000
23;Senador;00000025;CREEMOS EN HECHOS Y NO EN PALABRAS;000000
23;Senador;00000025;CREEMOS EN HECHOS Y NO EN PALABRAS;000000
23;Senador;00000025;CREEMOS EN HECHOS Y NO EN PALABRAS;000000
23;Senador;00000025;CREEMOS EN HECHOS Y NO EN PALABRAS;000000
23;Senador;00000025;CREEMOS EN HECHOS Y NO EN PALABRAS;000000
23;Senador;00000025;CREEMOS EN HECHOS Y NO EN PALABRAS;000000
23;Senador;00000025;CREEMOS EN HECHOS Y NO EN PALABRAS;000000
23;Senador;00000025;CREEMOS EN HECHOS Y NO EN PALABRAS;000000
23;Senador;00000025;CREEMOS EN HECHOS Y NO EN PALABRAS;000000
23;Senador;00000025;CREEMOS EN HECHOS Y NO EN PALABRAS;000000
23;Senador;00000025;CREEMOS EN HECHOS Y NO EN PALABRAS;000000
23;Senador;00000025;CREEMOS EN HECHOS Y NO EN PALABRAS;000000
23;Senador;00000025;CREEMOS EN HECHOS Y NO EN PALABRAS;000000
23;Senador;00000025;CREEMOS EN HECHOS Y NO EN PALABRAS;000000
23;Senador;00000025;CREEMOS EN HECHOS Y NO EN PALABRAS;000000
23;Senador;00000025;CREEMOS EN HECHOS Y NO EN PALABRAS;000000
23;Senador;00000026;PERÚ APRENDAMOS A DECIDIR;000000
23;Senador;00000026;PERÚ APRENDAMOS A DECIDIR;000000
23;Senador;00000026;PERÚ APRENDAMOS A DECIDIR;000000
23;Senador;00000026;PERÚ APRENDAMOS A DECIDIR;000000
23;Senador;00000026;PERÚ APRENDAMOS A DECIDIR;000000
23;Senador;00000026;PERÚ APRENDAMOS A DECIDIR;000000
23;Senador;00000026;PERÚ APRENDAMOS A DECIDIR;000000
23;Senador;00000026;PERÚ APRENDAMOS A DECIDIR;000000
23;Senador;00000026;PERÚ APRENDAMOS A DECIDIR;000000
23;Senador;00000026;PERÚ APRENDAMOS A DECIDIR;000000
23;Senador;00000026;PERÚ APRENDAMOS A DECIDIR;000000
23;Senador;00000026;PERÚ APRENDAMOS A DECIDIR;000000
23;Senador;00000026;PERÚ APRENDAMOS A DECIDIR;000000
23;Senador;00000026;PERÚ APRENDAMOS A DECIDIR;000000
23;Senador;00000026;PERÚ APRENDAMOS A DECIDIR;000000
23;Senador;00000026;PERÚ APRENDAMOS A DECIDIR;000000
23;Senador;00000026;PERÚ APRENDAMOS A DECIDIR;000000
23;Senador;00000026;PERÚ APRENDAMOS A DECIDIR;000000
23;Senador;00000026;PERÚ APRENDAMOS A DECIDIR;000000
23;Senador;00000026;PERÚ APRENDAMOS A DECIDIR;000000
23;Senador;00000026;PERÚ APRENDAMOS A DECIDIR;000000
23;Senador;00000026;PERÚ APRENDAMOS A DECIDIR;000000
23;Senador;00000026;PERÚ APRENDAMOS A DECIDIR;000000
23;Senador;00000026;PERÚ APRENDAMOS A DECIDIR;000000
23;Senador;00000026;PERÚ APRENDAMOS A DECIDIR;000000
23;Senador;00000026;PERÚ APRENDAMOS A DECIDIR;000000
23;Senador;00000026;PERÚ APRENDAMOS A DECIDIR;000000
23;Senador;00000026;PERÚ APRENDAMOS A DECIDIR;000000
23;Senador;00000026;PERÚ APRENDAMOS A DECIDIR;000000
23;Senador;00000026;PERÚ APRENDAMOS A DECIDIR;000000
23;Senador;00000026;PERÚ APRENDAMOS A DECIDIR;000000
23;Senador;00000026;PERÚ APRENDAMOS A DECIDIR;000000
23;Senador;00000026;PERÚ APRENDAMOS A DECIDIR;000000
23;Senador;00000026;PERÚ APRENDAMOS A DECIDIR;000000
23;Senador;00000026;PERÚ APRENDAMOS A DECIDIR;000000
23;Senador;00000026;PERÚ APRENDAMOS A DECIDIR;000000
23;Senador;00000026;PERÚ APRENDAMOS A DECIDIR;000000
23;Senador;00000026;PERÚ APRENDAMOS A DECIDIR;000000
23;Senador;00000026;PERÚ APRENDAMOS A DECIDIR;000000
23;Senador;00000026;PERÚ APRENDAMOS A DECIDIR;000000
23;Senador;00000026;PERÚ APRENDAMOS A DECIDIR;000000
23;Senador;00000026;PERÚ APRENDAMOS A DECIDIR;000000
23;Senador;00000026;PERÚ APRENDAMOS A DECIDIR;000000
23;Senador;00000026;PERÚ APRENDAMOS A DECIDIR;000000
23;Senador;00000026;PERÚ APRENDAMOS A DECIDIR;000000
23;Senador;00000026;PERÚ APRENDAMOS A DECIDIR;000000
23;Senador;00000026;PERÚ APRENDAMOS A DECIDIR;000000
23;Senador;00000026;PERÚ APRENDAMOS A DECIDIR;000000
23;Senador;00000026;PERÚ APRENDAMOS A DECIDIR;000000
23;Senador;00000026;PERÚ APRENDAMOS A DECIDIR;000000
23;Senador;00000026;PERÚ APRENDAMOS A DECIDIR;000000
23;Senador;00000026;PERÚ APRENDAMOS A DECIDIR;000000
23;Senador;00000026;PERÚ APRENDAMOS A DECIDIR;000000
23;Senador;00000026;PERÚ APRENDAMOS A DECIDIR;000000
23;Senador;00000026;PERÚ APRENDAMOS A DECIDIR;000000
23;Senador;00000026;PERÚ APRENDAMOS A DECIDIR;000000
23;Senador;00000026;PERÚ APRENDAMOS A DECIDIR;000000
23;Senador;00000026;PERÚ APRENDAMOS A DECIDIR;000000
23;Senador;00000026;PERÚ APRENDAMOS A DECIDIR;000000
23;Senador;00000026;PERÚ APRENDAMOS A DECIDIR;000000
23;Senador;00000026;PERÚ APRENDAMOS A DECIDIR;000000
23;Senador;00000026;PERÚ APRENDAMOS A DECIDIR;000000
23;Senador;00000026;PERÚ APRENDAMOS A DECIDIR;000000
23;Senador;00000026;PERÚ APRENDAMOS A DECIDIR;000000
23;Senador;00000026;PERÚ APRENDAMOS A DECIDIR;000000
23;Senador;00000026;PERÚ APRENDAMOS A DECIDIR;000000
23;Senador;00000026;PERÚ APRENDAMOS A DECIDIR;000000
23;Senador;00000026;PERÚ APRENDAMOS A DECIDIR;000000
23;Senador;00000026;PERÚ APRENDAMOS A DECIDIR;000000
23;Senador;00000026;PERÚ APRENDAMOS A DECIDIR;000000
23;Senador;00000026;PERÚ APRENDAMOS A DECIDIR;000000
23;Senador;00000026;PERÚ APRENDAMOS A DECIDIR;000000
23;Senador;00000026;PERÚ APRENDAMOS A DECIDIR;000000
23;Senador;00000026;PERÚ APRENDAMOS A DECIDIR;000000
23;Senador;00000026;PERÚ APRENDAMOS A DECIDIR;000000
23;Senador;00000026;PERÚ APRENDAMOS A DECIDIR;000000
23;Senador;00000026;PERÚ APRENDAMOS A DECIDIR;000000
23;Senador;00000026;PERÚ APRENDAMOS A DECIDIR;000000
23;Senador;00000026;PERÚ APRENDAMOS A DECIDIR;000000
23;Senador;00000026;PERÚ APRENDAMOS A DECIDIR;000000
23;Senador;00000026;PERÚ APRENDAMOS A DECIDIR;000000
23;Senador;00000026;PERÚ APRENDAMOS A DECIDIR;000000
23;Senador;00000026;PERÚ APRENDAMOS A DECIDIR;000000
23;Senador;00000026;PERÚ APRENDAMOS A DECIDIR;000000
23;Senador;00000026;PERÚ APRENDAMOS A DECIDIR;000000
23;Senador;00000026;PERÚ APRENDAMOS A DECIDIR;000000
23;Senador;00000027;LA SEGURIDAD ES PRIMERO;000000
23;Senador;00000027;LA SEGURIDAD ES PRIMERO;000000
23;Senador;00000027;LA SEGURIDAD ES PRIMERO;000000
23;Senador;00000027;LA SEGURIDAD ES PRIMERO;000000
23;Senador;00000027;LA SEGURIDAD ES PRIMERO;000000
23;Senador;00000027;LA SEGURIDAD ES PRIMERO;000000
23;Senador;00000027;LA SEGURIDAD ES PRIMERO;000000
23;Senador;00000027;LA SEGURIDAD ES PRIMERO;000000
23;Senador;00000027;LA SEGURIDAD ES PRIMERO;000000
23;Senador;00000027;LA SEGURIDAD ES PRIMERO;000000
23;Senador;00000027;LA SEGURIDAD ES PRIMERO;000000
23;Senador;00000027;LA SEGURIDAD ES PRIMERO;000000
23;Senador;00000027;LA SEGURIDAD ES PRIMERO;000000
23;Senador;00000027;LA SEGURIDAD ES PRIMERO;000000
23;Senador;00000027;LA SEGURIDAD ES PRIMERO;000000
23;Senador;00000027;LA SEGURIDAD ES PRIMERO;000000
23;Senador;00000027;LA SEGURIDAD ES PRIMERO;000000
23;Senador;00000027;LA SEGURIDAD ES PRIMERO;000000
23;Senador;00000027;LA SEGURIDAD ES PRIMERO;000000
23;Senador;00000027;LA SEGURIDAD ES PRIMERO;000000
23;Senador;00000027;LA SEGURIDAD ES PRIMERO;000000
23;Senador;00000027;LA SEGURIDAD ES PRIMERO;000000
23;Senador;00000027;LA SEGURIDAD ES PRIMERO;000000
23;Senador;00000027;LA SEGURIDAD ES PRIMERO;000000
23;Senador;00000027;LA SEGURIDAD ES PRIMERO;000000
23;Senador;00000027;LA SEGURIDAD ES PRIMERO;000000
23;Senador;00000027;LA SEGURIDAD ES PRIMERO;000000
23;Senador;00000027;LA SEGURIDAD ES PRIMERO;000000
23;Senador;00000027;LA SEGURIDAD ES PRIMERO;000000
23;Senador;00000027;LA SEGURIDAD ES PRIMERO;000000
23;Senador;00000027;LA SEGURIDAD ES PRIMERO;000000
23;Senador;00000027;LA SEGURIDAD ES PRIMERO;000000
23;Senador;00000027;LA SEGURIDAD ES PRIMERO;000000
23;Senador;00000027;LA SEGURIDAD ES PRIMERO;000000
23;Senador;00000027;LA SEGURIDAD ES PRIMERO;000000
23;Senador;00000027;LA SEGURIDAD ES PRIMERO;000000
23;Senador;00000027;LA SEGURIDAD ES PRIMERO;000000
23;Senador;00000027;LA SEGURIDAD ES PRIMERO;000000
23;Senador;00000027;LA SEGURIDAD ES PRIMERO;000000
23;Senador;00000027;LA SEGURIDAD ES PRIMERO;000000
23;Senador;00000027;LA SEGURIDAD ES PRIMERO;000000
23;Senador;00000027;LA SEGURIDAD ES PRIMERO;000000
23;Senador;00000027;LA SEGURIDAD ES PRIMERO;000000
23;Senador;00000027;LA SEGURIDAD ES PRIMERO;000000
23;Senador;00000027;LA SEGURIDAD ES PRIMERO;000000
23;Senador;00000027;LA SEGURIDAD ES PRIMERO;000000
23;Senador;00000027;LA SEGURIDAD ES PRIMERO;000000
23;Senador;00000027;LA SEGURIDAD ES PRIMERO;000000
23;Senador;00000027;LA SEGURIDAD ES PRIMERO;000000
23;Senador;00000027;LA SEGURIDAD ES PRIMERO;000000
23;Senador;00000027;LA SEGURIDAD ES PRIMERO;000000
23;Senador;00000027;LA SEGURIDAD ES PRIMERO;000000
23;Senador;00000027;LA SEGURIDAD ES PRIMERO;000000
23;Senador;00000027;LA SEGURIDAD ES PRIMERO;000000
23;Senador;00000027;LA SEGURIDAD ES PRIMERO;000000
23;Senador;00000027;LA SEGURIDAD ES PRIMERO;000000
23;Senador;00000027;LA SEGURIDAD ES PRIMERO;000000
23;Senador;00000027;LA SEGURIDAD ES PRIMERO;000000
23;Senador;00000027;LA SEGURIDAD ES PRIMERO;000000
23;Senador;00000027;LA SEGURIDAD ES PRIMERO;000000
23;Senador;00000027;LA SEGURIDAD ES PRIMERO;000000
23;Senador;00000027;LA SEGURIDAD ES PRIMERO;000000
23;Senador;00000027;LA SEGURIDAD ES PRIMERO;000000
23;Senador;00000027;LA SEGURIDAD ES PRIMERO;000000
23;Senador;00000027;LA SEGURIDAD ES PRIMERO;000000
23;Senador;00000027;LA SEGURIDAD ES PRIMERO;000000
23;Senador;00000027;LA SEGURIDAD ES PRIMERO;000000
23;Senador;00000027;LA SEGURIDAD ES PRIMERO;000000
23;Senador;00000027;LA SEGURIDAD ES PRIMERO;000000
23;Senador;00000027;LA SEGURIDAD ES PRIMERO;000000
23;Senador;00000027;LA SEGURIDAD ES PRIMERO;000000
23;Senador;00000027;LA SEGURIDAD ES PRIMERO;000000
23;Senador;00000027;LA SEGURIDAD ES PRIMERO;000000
23;Senador;00000027;LA SEGURIDAD ES PRIMERO;000000
23;Senador;00000027;LA SEGURIDAD ES PRIMERO;000000
23;Senador;00000027;LA SEGURIDAD ES PRIMERO;000000
23;Senador;00000027;LA SEGURIDAD ES PRIMERO;000000
23;Senador;00000027;LA SEGURIDAD ES PRIMERO;000000
23;Senador;00000027;LA SEGURIDAD ES PRIMERO;000000
23;Senador;00000027;LA SEGURIDAD ES PRIMERO;000000
23;Senador;00000027;LA SEGURIDAD ES PRIMERO;000000
23;Senador;00000027;LA SEGURIDAD ES PRIMERO;000000
23;Senador;00000027;LA SEGURIDAD ES PRIMERO;000000
23;Senador;00000027;LA SEGURIDAD ES PRIMERO;000000
23;Senador;00000027;LA SEGURIDAD ES PRIMERO;000000
23;Senador;00000027;LA SEGURIDAD ES PRIMERO;000000
23;Senador;00000030;EDUCACIÓN DE PRIMERA PARA EL PUEBLO;000000
23;Senador;00000030;EDUCACIÓN DE PRIMERA PARA EL PUEBLO;000000
23;Senador;00000030;EDUCACIÓN DE PRIMERA PARA EL PUEBLO;000000
23;Senador;00000030;EDUCACIÓN DE PRIMERA PARA EL PUEBLO;000000
23;Senador;00000030;EDUCACIÓN DE PRIMERA PARA EL PUEBLO;000000
23;Senador;00000030;EDUCACIÓN DE PRIMERA PARA EL PUEBLO;000000
23;Senador;00000030;EDUCACIÓN DE PRIMERA PARA EL PUEBLO;000000
23;Senador;00000030;EDUCACIÓN DE PRIMERA PARA EL PUEBLO;000000
23;Senador;00000030;EDUCACIÓN DE PRIMERA PARA EL PUEBLO;000000
23;Senador;00000030;EDUCACIÓN DE PRIMERA PARA EL PUEBLO;000000
23;Senador;00000030;EDUCACIÓN DE PRIMERA PARA EL PUEBLO;000000
23;Senador;00000030;EDUCACIÓN DE PRIMERA PARA EL PUEBLO;000000
23;Senador;00000030;EDUCACIÓN DE PRIMERA PARA EL PUEBLO;000000
23;Senador;00000030;EDUCACIÓN DE PRIMERA PARA EL PUEBLO;000000
23;Senador;00000030;EDUCACIÓN DE PRIMERA PARA EL PUEBLO;000000
23;Senador;00000030;EDUCACIÓN DE PRIMERA PARA EL PUEBLO;000000
23;Senador;00000030;EDUCACIÓN DE PRIMERA PARA EL PUEBLO;000000
23;Senador;00000030;EDUCACIÓN DE PRIMERA PARA EL PUEBLO;000000
23;Senador;00000030;EDUCACIÓN DE PRIMERA PARA EL PUEBLO;000000
23;Senador;00000030;EDUCACIÓN DE PRIMERA PARA EL PUEBLO;000000
23;Senador;00000030;EDUCACIÓN DE PRIMERA PARA EL PUEBLO;000000
23;Senador;00000030;EDUCACIÓN DE PRIMERA PARA EL PUEBLO;000000
23;Senador;00000030;EDUCACIÓN DE PRIMERA PARA EL PUEBLO;000000
23;Senador;00000030;EDUCACIÓN DE PRIMERA PARA EL PUEBLO;000000
23;Senador;00000030;EDUCACIÓN DE PRIMERA PARA EL PUEBLO;000000
23;Senador;00000030;EDUCACIÓN DE PRIMERA PARA EL PUEBLO;000000
23;Senador;00000030;EDUCACIÓN DE PRIMERA PARA EL PUEBLO;000000
23;Senador;00000030;EDUCACIÓN DE PRIMERA PARA EL PUEBLO;000000
23;Senador;00000030;EDUCACIÓN DE PRIMERA PARA EL PUEBLO;000000
23;Senador;00000030;EDUCACIÓN DE PRIMERA PARA EL PUEBLO;000000
23;Senador;00000030;EDUCACIÓN DE PRIMERA PARA EL PUEBLO;000000
23;Senador;00000030;EDUCACIÓN DE PRIMERA PARA EL PUEBLO;000000
23;Senador;00000030;EDUCACIÓN DE PRIMERA PARA EL PUEBLO;000000
23;Senador;00000030;EDUCACIÓN DE PRIMERA PARA EL PUEBLO;000000
23;Senador;00000030;EDUCACIÓN DE PRIMERA PARA EL PUEBLO;000000
23;Senador;00000030;EDUCACIÓN DE PRIMERA PARA EL PUEBLO;000000
23;Senador;00000030;EDUCACIÓN DE PRIMERA PARA EL PUEBLO;000000
23;Senador;00000030;EDUCACIÓN DE PRIMERA PARA EL PUEBLO;000000
23;Senador;00000030;EDUCACIÓN DE PRIMERA PARA EL PUEBLO;000000
23;Senador;00000030;EDUCACIÓN DE PRIMERA PARA EL PUEBLO;000000
23;Senador;00000030;EDUCACIÓN DE PRIMERA PARA EL PUEBLO;000000
23;Senador;00000030;EDUCACIÓN DE PRIMERA PARA EL PUEBLO;000000
23;Senador;00000030;EDUCACIÓN DE PRIMERA PARA EL PUEBLO;000000
23;Senador;00000030;EDUCACIÓN DE PRIMERA PARA EL PUEBLO;000000
23;Senador;00000030;EDUCACIÓN DE PRIMERA PARA EL PUEBLO;000000
23;Senador;00000030;EDUCACIÓN DE PRIMERA PARA EL PUEBLO;000000
23;Senador;00000030;EDUCACIÓN DE PRIMERA PARA EL PUEBLO;000000
23;Senador;00000030;EDUCACIÓN DE PRIMERA PARA EL PUEBLO;000000
23;Senador;00000030;EDUCACIÓN DE PRIMERA PARA EL PUEBLO;000000
23;Senador;00000030;EDUCACIÓN DE PRIMERA PARA EL PUEBLO;000000
23;Senador;00000030;EDUCACIÓN DE PRIMERA PARA EL PUEBLO;000000
23;Senador;00000030;EDUCACIÓN DE PRIMERA PARA EL PUEBLO;000000
23;Senador;00000030;EDUCACIÓN DE PRIMERA PARA EL PUEBLO;000000
23;Senador;00000030;EDUCACIÓN DE PRIMERA PARA EL PUEBLO;000000
23;Senador;00000030;EDUCACIÓN DE PRIMERA PARA EL PUEBLO;000000
23;Senador;00000030;EDUCACIÓN DE PRIMERA PARA EL PUEBLO;000000
23;Senador;00000030;EDUCACIÓN DE PRIMERA PARA EL PUEBLO;000000
23;Senador;00000030;EDUCACIÓN DE PRIMERA PARA EL PUEBLO;000000
23;Senador;00000030;EDUCACIÓN DE PRIMERA PARA EL PUEBLO;000000
23;Senador;00000030;EDUCACIÓN DE PRIMERA PARA EL PUEBLO;000000
23;Senador;00000030;EDUCACIÓN DE PRIMERA PARA EL PUEBLO;000000
23;Senador;00000030;EDUCACIÓN DE PRIMERA PARA EL PUEBLO;000000
23;Senador;00000030;EDUCACIÓN DE PRIMERA PARA EL PUEBLO;000000
23;Senador;00000030;EDUCACIÓN DE PRIMERA PARA EL PUEBLO;000000
23;Senador;00000030;EDUCACIÓN DE PRIMERA PARA EL PUEBLO;000000
23;Senador;00000030;EDUCACIÓN DE PRIMERA PARA EL PUEBLO;000000
23;Senador;00000030;EDUCACIÓN DE PRIMERA PARA EL PUEBLO;000000
23;Senador;00000030;EDUCACIÓN DE PRIMERA PARA EL PUEBLO;000000
23;Senador;00000030;EDUCACIÓN DE PRIMERA PARA EL PUEBLO;000000
23;Senador;00000030;EDUCACIÓN DE PRIMERA PARA EL PUEBLO;000000
23;Senador;00000030;EDUCACIÓN DE PRIMERA PARA EL PUEBLO;000000
23;Senador;00000030;EDUCACIÓN DE PRIMERA PARA EL PUEBLO;000000
23;Senador;00000030;EDUCACIÓN DE PRIMERA PARA EL PUEBLO;000000
23;Senador;00000030;EDUCACIÓN DE PRIMERA PARA EL PUEBLO;000000
23;Senador;00000030;EDUCACIÓN DE PRIMERA PARA EL PUEBLO;000000
23;Senador;00000030;EDUCACIÓN DE PRIMERA PARA EL PUEBLO;000000
23;Senador;00000030;EDUCACIÓN DE PRIMERA PARA EL PUEBLO;000000
23;Senador;00000030;EDUCACIÓN DE PRIMERA PARA EL PUEBLO;000000
23;Senador;00000030;EDUCACIÓN DE PRIMERA PARA EL PUEBLO;000000
23;Senador;00000030;EDUCACIÓN DE PRIMERA PARA EL PUEBLO;000000
23;Senador;00000030;EDUCACIÓN DE PRIMERA PARA EL PUEBLO;000000
23;Senador;00000030;EDUCACIÓN DE PRIMERA PARA EL PUEBLO;000000
23;Senador;00000030;EDUCACIÓN DE PRIMERA PARA EL PUEBLO;000000
23;Senador;00000030;EDUCACIÓN DE PRIMERA PARA EL PUEBLO;000000
23;Senador;00000030;EDUCACIÓN DE PRIMERA PARA EL PUEBLO;000000
23;Senador;00000030;EDUCACIÓN DE PRIMERA PARA EL PUEBLO;000000
23;Senador;00000031;SOMOS DUEÑOS DE NUESTROS ACTOS;000000
23;Senador;00000031;SOMOS DUEÑOS DE NUESTROS ACTOS;000000
23;Senador;00000031;SOMOS DUEÑOS DE NUESTROS ACTOS;000000
23;Senador;00000031;SOMOS DUEÑOS DE NUESTROS ACTOS;000000
23;Senador;00000031;SOMOS DUEÑOS DE NUESTROS ACTOS;000000
23;Senador;00000031;SOMOS DUEÑOS DE NUESTROS ACTOS;000000
23;Senador;00000031;SOMOS DUEÑOS DE NUESTROS ACTOS;000000
23;Senador;00000031;SOMOS DUEÑOS DE NUESTROS ACTOS;000000
23;Senador;00000031;SOMOS DUEÑOS DE NUESTROS ACTOS;000000
23;Senador;00000031;SOMOS DUEÑOS DE NUESTROS ACTOS;000000
23;Senador;00000031;SOMOS DUEÑOS DE NUESTROS ACTOS;000000
23;Senador;00000031;SOMOS DUEÑOS DE NUESTROS ACTOS;000000
23;Senador;00000031;SOMOS DUEÑOS DE NUESTROS ACTOS;000000
23;Senador;00000031;SOMOS DUEÑOS DE NUESTROS ACTOS;000000
23;Senador;00000031;SOMOS DUEÑOS DE NUESTROS ACTOS;000000
23;Senador;00000031;SOMOS DUEÑOS DE NUESTROS ACTOS;000000
23;Senador;00000031;SOMOS DUEÑOS DE NUESTROS ACTOS;000000
23;Senador;00000031;SOMOS DUEÑOS DE NUESTROS ACTOS;000000
23;Senador;00000031;SOMOS DUEÑOS DE NUESTROS ACTOS;000000
